rank,url,path,route_type,clicks,impressions,ctr,expected_ctr,missed_clicks,position,business_value,score,need,top_queries,action
876,https://shaffercon.com/service-areas/echo-park/commercial-electrical-panel-upgrades/,/service-areas/echo-park/commercial-electrical-panel-upgrades/,service_detail,0,4,0.0,0.004,0.0,21.0,5,1.223,content,,"Content lift, expand page and add links from stronger pages"
877,https://shaffercon.com/service-areas/echo-park/commercial-outlet-switch-dimmer-services/,/service-areas/echo-park/commercial-outlet-switch-dimmer-services/,service_detail,0,4,0.0,0.004,0.0,28.5,5,1.223,content,kitchen exhaust fan cleaning​ planada,"Content lift, expand page and add links from stronger pages"
878,https://shaffercon.com/service-areas/sherman-oaks/commercial-electrical-panel-upgrades/,/service-areas/sherman-oaks/commercial-electrical-panel-upgrades/,service_detail,0,4,0.0,0.004,0.0,27.25,5,1.223,content,commercial electrician services sherman oaks,"Content lift, expand page and add links from stronger pages"
879,https://shaffercon.com/service-areas/sherman-oaks/commercial-landscape-outdoor-lighting/,/service-areas/sherman-oaks/commercial-landscape-outdoor-lighting/,service_detail,0,4,0.0,0.004,0.0,21.75,5,1.223,content,sherman oaks commercial landscaping,"Content lift, expand page and add links from stronger pages"
880,https://shaffercon.com/service-areas/west-hollywood/commercial-whole-building-surge-protection/,/service-areas/west-hollywood/commercial-whole-building-surge-protection/,service_detail,0,4,0.0,0.004,0.0,27.5,5,1.223,content,,"Content lift, expand page and add links from stronger pages"
881,https://shaffercon.com/industry-insights/the-future-of-electric-vehicle-charging-why-infrastructure-matters-for-sustainable-growth/,/industry-insights/the-future-of-electric-vehicle-charging-why-infrastructure-matters-for-sustainable-growth/,blog,0,259,0.0,0.001,0.3,67.9,5,1.211,content,electric vehicle infrastructure; ev infrastructure; long term benefits of ev chargers; electric vehicle charging infrastructure; powering the future with ev charging,"Content lift, expand page and add links from stronger pages"
882,https://shaffercon.com/industry-insights/from-design-to-maintenance-the-life-cycle-of-electric-vehicle-installations/,/industry-insights/from-design-to-maintenance-the-life-cycle-of-electric-vehicle-installations/,blog,0,3,0.0,0.05,0.2,4.33,2,1.206,ctr,,"CTR fix, rewrite title and meta around proven queries"
883,https://shaffercon.com/industry-insights/electrical-safety-tips-home/,/industry-insights/electrical-safety-tips-home/,blog,0,3,0.0,0.025,0.1,5.67,2,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
884,https://shaffercon.com/service-areas/altadena/residential-dedicated-equipment-circuits/,/service-areas/altadena/residential-dedicated-equipment-circuits/,service_detail,0,3,0.0,0.025,0.1,6.67,2,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
885,https://shaffercon.com/service-areas/culver-city/residential-security-motion-lighting/,/service-areas/culver-city/residential-security-motion-lighting/,service_detail,0,1,0.0,0.05,0.1,4.0,4,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
886,https://shaffercon.com/service-areas/echo-park/residential-complete-electrical-rewiring/,/service-areas/echo-park/residential-complete-electrical-rewiring/,service_detail,0,3,0.0,0.025,0.1,8.33,2,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
887,https://shaffercon.com/service-areas/hollywood/residential-lighting-installation-retrofitting/,/service-areas/hollywood/residential-lighting-installation-retrofitting/,service_detail,0,1,0.0,0.05,0.1,4.0,4,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
888,https://shaffercon.com/service-areas/inglewood/residential-complete-electrical-rewiring/,/service-areas/inglewood/residential-complete-electrical-rewiring/,service_detail,0,3,0.0,0.025,0.1,7.0,2,1.205,ctr,home rewiring inglewood,"CTR fix, rewrite title and meta around proven queries"
889,https://shaffercon.com/service-areas/silver-lake/residential-electrical-safety-inspections/,/service-areas/silver-lake/residential-electrical-safety-inspections/,service_detail,0,1,0.0,0.05,0.1,5.0,4,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
890,https://shaffercon.com/service-areas/silver-lake/residential-landscape-outdoor-lighting/,/service-areas/silver-lake/residential-landscape-outdoor-lighting/,service_detail,0,1,0.0,0.05,0.1,5.0,4,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
891,https://shaffercon.com/service-areas/west-hollywood/residential-whole-building-surge-protection/,/service-areas/west-hollywood/residential-whole-building-surge-protection/,service_detail,0,3,0.0,0.025,0.1,9.0,2,1.205,ctr,,"CTR fix, rewrite title and meta around proven queries"
892,https://shaffercon.com/service-areas/altadena/residential-security-motion-lighting/,/service-areas/altadena/residential-security-motion-lighting/,service_detail,0,1,0.0,0.025,0.0,7.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
893,https://shaffercon.com/service-areas/atwater-village/residential-electrical-safety-inspections/,/service-areas/atwater-village/residential-electrical-safety-inspections/,service_detail,0,1,0.0,0.025,0.0,9.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
894,https://shaffercon.com/service-areas/inglewood/residential-electrical-safety-inspections/,/service-areas/inglewood/residential-electrical-safety-inspections/,service_detail,0,1,0.0,0.025,0.0,7.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
895,https://shaffercon.com/service-areas/inglewood/residential-landscape-outdoor-lighting/,/service-areas/inglewood/residential-landscape-outdoor-lighting/,service_detail,0,1,0.0,0.025,0.0,7.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
896,https://shaffercon.com/service-areas/long-beach/residential-electrical-code-compliance-corrections/,/service-areas/long-beach/residential-electrical-code-compliance-corrections/,service_detail,0,1,0.0,0.025,0.0,6.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
897,https://shaffercon.com/service-areas/pacific-palisades/residential-electrical-code-compliance-corrections/,/service-areas/pacific-palisades/residential-electrical-code-compliance-corrections/,service_detail,0,1,0.0,0.025,0.0,6.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
898,https://shaffercon.com/service-areas/pasadena/residential-electrical-code-compliance-corrections/,/service-areas/pasadena/residential-electrical-code-compliance-corrections/,service_detail,0,1,0.0,0.025,0.0,6.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
899,https://shaffercon.com/service-areas/sherman-oaks/residential-whole-building-surge-protection/,/service-areas/sherman-oaks/residential-whole-building-surge-protection/,service_detail,0,51,0.0,0.004,0.2,24.63,2,1.204,content,surge protection services los angeles; whole house surge protection newman ca; surge protection services los angeles,Monitor after higher value pages
900,https://shaffercon.com/service-areas/silver-lake/residential-lighting-installation-retrofitting/,/service-areas/silver-lake/residential-lighting-installation-retrofitting/,service_detail,0,1,0.0,0.025,0.0,8.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
901,https://shaffercon.com/service-areas/silver-lake/residential-security-motion-lighting/,/service-areas/silver-lake/residential-security-motion-lighting/,service_detail,0,1,0.0,0.025,0.0,9.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
902,https://shaffercon.com/service-areas/torrance/residential-lighting-installation-retrofitting/,/service-areas/torrance/residential-lighting-installation-retrofitting/,service_detail,0,1,0.0,0.025,0.0,8.0,4,1.204,ctr,,"CTR fix, rewrite title and meta around proven queries"
903,https://shaffercon.com/service-areas/altadena/residential-energy-efficiency-upgrades/,/service-areas/altadena/residential-energy-efficiency-upgrades/,service_detail,0,4,0.0,0.012,0.0,11.5,2,1.189,ctr,,"CTR fix, rewrite title and meta around proven queries"
904,https://shaffercon.com/service-areas/atwater-village/residential-data-network-av-wiring/,/service-areas/atwater-village/residential-data-network-av-wiring/,service_detail,0,4,0.0,0.012,0.0,15.0,2,1.189,links,,"Ranking lift, add internal links and local proof"
905,https://shaffercon.com/service-areas/culver-city/residential-complete-electrical-rewiring/,/service-areas/culver-city/residential-complete-electrical-rewiring/,service_detail,0,4,0.0,0.012,0.0,15.5,2,1.189,links,,"Ranking lift, add internal links and local proof"
906,https://shaffercon.com/service-areas/los-feliz/residential-lighting-installation-retrofitting/,/service-areas/los-feliz/residential-lighting-installation-retrofitting/,service_detail,0,6,0.0,0.004,0.0,32.83,4,1.183,content,,"Content lift, expand page and add links from stronger pages"
907,https://shaffercon.com/service-areas/sherman-oaks/residential-electrical-safety-inspections/,/service-areas/sherman-oaks/residential-electrical-safety-inspections/,service_detail,0,6,0.0,0.004,0.0,20.16,4,1.183,content,,"Content lift, expand page and add links from stronger pages"
908,https://shaffercon.com/industry-insights/electricitys-impact-on-sustainable-construction-practices/,/industry-insights/electricitys-impact-on-sustainable-construction-practices/,blog,0,47,0.0,0.004,0.2,27.74,2,1.179,content,sustainable electrical installation; electric sustainability; electrical contractor carbon; electrical sustainability,Monitor after higher value pages
909,https://shaffercon.com/service-areas/west-hollywood/residential-ceiling-fan-fixture-installation/,/service-areas/west-hollywood/residential-ceiling-fan-fixture-installation/,service_detail,0,36,0.0,0.004,0.1,31.69,2,1.099,content,ceiling fan installation hollywood; ceiling fan installation hollywood,Monitor after higher value pages
910,https://shaffercon.com/industry-insights/solving-lighting-problems-practical-tips-for-homeowners/,/industry-insights/solving-lighting-problems-practical-tips-for-homeowners/,blog,0,5,0.0,0.08,0.4,2.8,4,1.094,ctr,,"CTR fix, rewrite title and meta around proven queries"
911,https://shaffercon.com/service-areas/beverly-hills/commercial-data-network-av-wiring/,/service-areas/beverly-hills/commercial-data-network-av-wiring/,service_detail,0,3,0.0,0.08,0.2,2.67,5,1.056,ctr,,"CTR fix, rewrite title and meta around proven queries"
912,https://shaffercon.com/service-areas/culver-city/commercial-electrical-code-compliance-corrections/,/service-areas/culver-city/commercial-electrical-code-compliance-corrections/,service_detail,0,3,0.0,0.08,0.2,2.0,5,1.056,ctr,,"CTR fix, rewrite title and meta around proven queries"
913,https://shaffercon.com/service-areas/west-hollywood/commercial-electrical-panel-upgrades/,/service-areas/west-hollywood/commercial-electrical-panel-upgrades/,service_detail,0,3,0.0,0.08,0.2,2.0,5,1.056,ctr,,"CTR fix, rewrite title and meta around proven queries"
914,https://shaffercon.com/commercial-energy-efficiency-upgrades/,/commercial-energy-efficiency-upgrades/,landing,0,3,0.0,0.004,0.0,37.33,5,1.054,content,commercial energy efficient solutions; commercial energy upgrades,"Content lift, expand page and add links from stronger pages"
915,https://shaffercon.com/industry-insights/accelerating-electric-vehicle-adoption-the-importance-of-expanding-ev-charger-infrastructure/,/industry-insights/accelerating-electric-vehicle-adoption-the-importance-of-expanding-ev-charger-infrastructure/,blog,0,3,0.0,0.004,0.0,25.0,5,1.054,content,,"Content lift, expand page and add links from stronger pages"
916,https://shaffercon.com/service-areas/altadena/commercial-backup-generator-installation/,/service-areas/altadena/commercial-backup-generator-installation/,service_detail,0,3,0.0,0.004,0.0,35.0,5,1.054,content,,"Content lift, expand page and add links from stronger pages"
917,https://shaffercon.com/service-areas/boyle-heights/commercial-complete-electrical-rewiring/,/service-areas/boyle-heights/commercial-complete-electrical-rewiring/,service_detail,0,3,0.0,0.004,0.0,36.67,5,1.054,content,,"Content lift, expand page and add links from stronger pages"
918,https://shaffercon.com/service-areas/inglewood/commercial-backup-generator-installation/,/service-areas/inglewood/commercial-backup-generator-installation/,service_detail,0,3,0.0,0.004,0.0,26.0,5,1.054,content,stadium commercial backup generator; commercial generator installation in pembroke,"Content lift, expand page and add links from stronger pages"
919,https://shaffercon.com/service-areas/los-feliz/commercial-energy-efficiency-upgrades/,/service-areas/los-feliz/commercial-energy-efficiency-upgrades/,service_detail,0,3,0.0,0.004,0.0,22.67,5,1.054,content,,"Content lift, expand page and add links from stronger pages"
920,https://shaffercon.com/service-areas/west-hollywood/commercial-breaker-panel-service-maintenance/,/service-areas/west-hollywood/commercial-breaker-panel-service-maintenance/,service_detail,0,3,0.0,0.004,0.0,22.0,5,1.054,content,,"Content lift, expand page and add links from stronger pages"
921,https://shaffercon.com/service-areas/west-hollywood/commercial-pool-hot-tub-spa-electrical/,/service-areas/west-hollywood/commercial-pool-hot-tub-spa-electrical/,service_detail,0,3,0.0,0.004,0.0,24.67,5,1.054,content,pool pump install west hollywood,"Content lift, expand page and add links from stronger pages"
922,https://shaffercon.com/service-areas/atwater-village/residential-pool-hot-tub-spa-electrical/,/service-areas/atwater-village/residential-pool-hot-tub-spa-electrical/,service_detail,0,30,0.0,0.004,0.1,20.44,2,1.045,content,atwater tub,Monitor after higher value pages
923,https://shaffercon.com/service-areas/atwater-village/residential-complete-electrical-rewiring/,/service-areas/atwater-village/residential-complete-electrical-rewiring/,service_detail,0,3,0.0,0.012,0.0,19.0,2,1.024,links,water removal atwater village,"Ranking lift, add internal links and local proof"
924,https://shaffercon.com/service-areas/atwater-village/residential-landscape-outdoor-lighting/,/service-areas/atwater-village/residential-landscape-outdoor-lighting/,service_detail,0,1,0.0,0.012,0.0,11.0,4,1.024,ctr,,"CTR fix, rewrite title and meta around proven queries"
925,https://shaffercon.com/industry-insights/ev-charging-infrastructure-trends-2024-innovations-accessibility-and-business-benefits-for-california-and-beyond/,/industry-insights/ev-charging-infrastructure-trends-2024-innovations-accessibility-and-business-benefits-for-california-and-beyond/,blog,0,106,0.0,0.001,0.1,47.55,5,1.016,content,electric vehicle charging infrastructure california; electric mobility infrastructure provider,"Content lift, expand page and add links from stronger pages"
926,https://shaffercon.com/service-areas/pacific-palisades/residential-lighting-installation-retrofitting/,/service-areas/pacific-palisades/residential-lighting-installation-retrofitting/,service_detail,0,4,0.0,0.08,0.3,2.25,4,0.982,ctr,,"CTR fix, rewrite title and meta around proven queries"
927,https://shaffercon.com/service-areas/altadena/residential-electrical-safety-inspections/,/service-areas/altadena/residential-electrical-safety-inspections/,service_detail,0,4,0.0,0.004,0.0,30.0,4,0.979,content,residential electrician services altadena,"Content lift, expand page and add links from stronger pages"
928,https://shaffercon.com/service-areas/echo-park/residential-lighting-installation-retrofitting/,/service-areas/echo-park/residential-lighting-installation-retrofitting/,service_detail,0,4,0.0,0.004,0.0,33.5,4,0.979,content,,"Content lift, expand page and add links from stronger pages"
929,https://shaffercon.com/games/zappy-bird.html/,/games/zappy-bird.html/,other,0,2,0.0,0.025,0.1,6.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
930,https://shaffercon.com/industry-insights/customized-electrical-solutions-for-unique-home-designs/,/industry-insights/customized-electrical-solutions-for-unique-home-designs/,blog,0,2,0.0,0.05,0.1,4.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
931,https://shaffercon.com/industry-insights/efficient-energy-tips-for-a-greener-la-holiday-season/,/industry-insights/efficient-energy-tips-for-a-greener-la-holiday-season/,blog,0,2,0.0,0.025,0.1,6.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
932,https://shaffercon.com/industry-insights/smart-home-contractor-los-angeles/,/industry-insights/smart-home-contractor-los-angeles/,blog,0,2,0.0,0.025,0.1,7.5,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
933,https://shaffercon.com/industry-insights/the-role-of-electricians-in-sustainable-building-practices/,/industry-insights/the-role-of-electricians-in-sustainable-building-practices/,blog,0,2,0.0,0.025,0.1,8.5,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
934,https://shaffercon.com/service-areas/atwater-village/residential-smart-automation-systems/,/service-areas/atwater-village/residential-smart-automation-systems/,service_detail,0,2,0.0,0.025,0.1,8.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
935,https://shaffercon.com/service-areas/boyle-heights/residential-pool-hot-tub-spa-electrical/,/service-areas/boyle-heights/residential-pool-hot-tub-spa-electrical/,service_detail,0,2,0.0,0.025,0.1,8.5,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
936,https://shaffercon.com/service-areas/echo-park/residential-ceiling-fan-fixture-installation/,/service-areas/echo-park/residential-ceiling-fan-fixture-installation/,service_detail,0,2,0.0,0.025,0.1,6.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
937,https://shaffercon.com/service-areas/echo-park/residential-pool-hot-tub-spa-electrical/,/service-areas/echo-park/residential-pool-hot-tub-spa-electrical/,service_detail,0,2,0.0,0.025,0.1,8.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
938,https://shaffercon.com/service-areas/echo-park/residential-whole-building-surge-protection/,/service-areas/echo-park/residential-whole-building-surge-protection/,service_detail,0,2,0.0,0.05,0.1,4.5,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
939,https://shaffercon.com/service-areas/glendale/residential-smart-automation-systems/,/service-areas/glendale/residential-smart-automation-systems/,service_detail,0,2,0.0,0.05,0.1,4.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
940,https://shaffercon.com/service-areas/inglewood/residential-energy-efficiency-upgrades/,/service-areas/inglewood/residential-energy-efficiency-upgrades/,service_detail,0,2,0.0,0.025,0.1,10.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
941,https://shaffercon.com/service-areas/inglewood/residential-exhaust-fan-ventilation-wiring/,/service-areas/inglewood/residential-exhaust-fan-ventilation-wiring/,service_detail,0,2,0.0,0.05,0.1,5.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
942,https://shaffercon.com/service-areas/pasadena/residential-dedicated-equipment-circuits/,/service-areas/pasadena/residential-dedicated-equipment-circuits/,service_detail,0,2,0.0,0.025,0.1,6.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
943,https://shaffercon.com/service-areas/venice/residential-whole-building-surge-protection/,/service-areas/venice/residential-whole-building-surge-protection/,service_detail,0,2,0.0,0.025,0.1,9.0,2,0.955,ctr,,"CTR fix, rewrite title and meta around proven queries"
944,https://shaffercon.com/service-areas/long-beach/residential-exhaust-fan-ventilation-wiring/,/service-areas/long-beach/residential-exhaust-fan-ventilation-wiring/,service_detail,1,2,0.5,0.025,0.0,8.0,2,0.954,links,,"Ranking lift, add internal links and local proof"
945,https://shaffercon.com/service-areas/inglewood/residential-outlet-switch-dimmer-services/,/service-areas/inglewood/residential-outlet-switch-dimmer-services/,service_detail,0,1,0.0,0.025,0.0,6.0,3,0.903,ctr,,"CTR fix, rewrite title and meta around proven queries"
946,https://shaffercon.com/service-areas/pacific-palisades/residential-outlet-switch-dimmer-services/,/service-areas/pacific-palisades/residential-outlet-switch-dimmer-services/,service_detail,0,1,0.0,0.025,0.0,9.0,3,0.903,ctr,,"CTR fix, rewrite title and meta around proven queries"
947,https://shaffercon.com/service-areas/santa-clarita/residential-outlet-switch-dimmer-services/,/service-areas/santa-clarita/residential-outlet-switch-dimmer-services/,service_detail,0,1,0.0,0.025,0.0,9.0,3,0.903,ctr,,"CTR fix, rewrite title and meta around proven queries"
948,https://shaffercon.com/service-areas/santa-monica/residential-energy-efficiency-upgrades/,/service-areas/santa-monica/residential-energy-efficiency-upgrades/,service_detail,1,18,0.05555555555555555,0.004,0.0,21.33,2,0.895,content,solar battery storage santa monica; solar battery storage santa monica,Monitor after higher value pages
949,https://shaffercon.com/industry-insights/the-critical-importance-of-investing-in-ev-charging-infrastructure-for-a-sustainable-future/,/industry-insights/the-critical-importance-of-investing-in-ev-charging-infrastructure-for-a-sustainable-future/,blog,0,54,0.0,0.001,0.1,41.23,5,0.871,content,investing in ev charging infrastructure; ev infrastructure investment; electric vehicle infrastructure investment; ev charging station investment; charging station investment,"Content lift, expand page and add links from stronger pages"
950,https://shaffercon.com/industry-insights/the-growing-demand-for-ev-charging-infrastructure-how-maintenance-and-innovation-shape-the-future/,/industry-insights/the-growing-demand-for-ev-charging-infrastructure-how-maintenance-and-innovation-shape-the-future/,blog,0,50,0.0,0.001,0.1,67.72,5,0.854,content,ev charger infrastructure; ev charging station construction; electric mobility infrastructure provider; ev charging infrastructure solutions; ev charging infrastructure development,"Content lift, expand page and add links from stronger pages"
951,https://shaffercon.com/industry-insights/the-growing-landscape-of-ev-charging-infrastructure-trends-innovations-and-future-prospects/,/industry-insights/the-growing-landscape-of-ev-charging-infrastructure-trends-innovations-and-future-prospects/,blog,0,47,0.0,0.001,0.0,59.74,5,0.841,content,ev charging infrastructure; ev infrastructure; charging infrastructure; electric vehicle charging infrastructure buildout progress 2025; ev charger infrastructure,"Content lift, expand page and add links from stronger pages"
952,https://shaffercon.com/service-areas/atwater-village/commercial-pool-hot-tub-spa-electrical/,/service-areas/atwater-village/commercial-pool-hot-tub-spa-electrical/,service_detail,0,2,0.0,0.08,0.2,3.0,5,0.836,ctr,,"CTR fix, rewrite title and meta around proven queries"
953,https://shaffercon.com/service-areas/sherman-oaks/commercial-electrical-code-compliance-corrections/,/service-areas/sherman-oaks/commercial-electrical-code-compliance-corrections/,service_detail,0,2,0.0,0.08,0.2,2.5,5,0.836,ctr,,"CTR fix, rewrite title and meta around proven queries"
954,https://shaffercon.com/industry-insights/the-future-of-ev-charging-infrastructure-top-trends-shaping-los-angeles-in-2024/,/industry-insights/the-future-of-ev-charging-infrastructure-top-trends-shaping-los-angeles-in-2024/,blog,0,2,0.0,0.004,0.0,31.0,5,0.835,content,future proofing site for ev chargers,"Content lift, expand page and add links from stronger pages"
955,https://shaffercon.com/service-areas/atwater-village/commercial-lighting-installation-retrofitting/,/service-areas/atwater-village/commercial-lighting-installation-retrofitting/,service_detail,0,2,0.0,0.004,0.0,35.5,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
956,https://shaffercon.com/service-areas/backup-generator-installation__trashed/commercial-backup-generator-installation/,/service-areas/backup-generator-installation__trashed/commercial-backup-generator-installation/,service_detail,0,2,0.0,0.004,0.0,26.0,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
957,https://shaffercon.com/service-areas/inglewood/commercial-pool-hot-tub-spa-electrical/,/service-areas/inglewood/commercial-pool-hot-tub-spa-electrical/,service_detail,0,2,0.0,0.004,0.0,27.5,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
958,https://shaffercon.com/service-areas/long-beach/commercial-electrical-panel-upgrades/,/service-areas/long-beach/commercial-electrical-panel-upgrades/,service_detail,0,2,0.0,0.004,0.0,30.0,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
959,https://shaffercon.com/service-areas/los-feliz/commercial-pool-hot-tub-spa-electrical/,/service-areas/los-feliz/commercial-pool-hot-tub-spa-electrical/,service_detail,0,2,0.0,0.004,0.0,26.5,5,0.835,content,pool equipment repair los feliz; pool pump install los feliz,"Content lift, expand page and add links from stronger pages"
960,https://shaffercon.com/service-areas/silver-lake/commercial-dedicated-equipment-circuits/,/service-areas/silver-lake/commercial-dedicated-equipment-circuits/,service_detail,0,2,0.0,0.004,0.0,26.0,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
961,https://shaffercon.com/service-areas/silver-lake/commercial-electrical-panel-upgrades/,/service-areas/silver-lake/commercial-electrical-panel-upgrades/,service_detail,0,2,0.0,0.004,0.0,34.5,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
962,https://shaffercon.com/service-areas/venice/commercial-smart-automation-systems/,/service-areas/venice/commercial-smart-automation-systems/,service_detail,0,2,0.0,0.004,0.0,23.0,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
963,https://shaffercon.com/service-areas/venice/residential-ev-charger-installation/,/service-areas/venice/residential-ev-charger-installation/,service_detail,0,2,0.0,0.004,0.0,27.5,5,0.835,content,ev home charger installation venice,"Content lift, expand page and add links from stronger pages"
964,https://shaffercon.com/service-areas/west-hollywood/commercial-lighting-installation-retrofitting/,/service-areas/west-hollywood/commercial-lighting-installation-retrofitting/,service_detail,0,2,0.0,0.004,0.0,22.0,5,0.835,content,,"Content lift, expand page and add links from stronger pages"
965,https://shaffercon.com/industry-insights/electrical-innovations-green-construction/,/industry-insights/electrical-innovations-green-construction/,blog,0,2,0.0,0.012,0.0,17.5,2,0.811,links,best electrical systems for net-zero infrastructure in new developments,"Ranking lift, add internal links and local proof"
966,https://shaffercon.com/service-areas/altadena/residential-whole-building-surge-protection/,/service-areas/altadena/residential-whole-building-surge-protection/,service_detail,0,2,0.0,0.012,0.0,12.5,2,0.811,links,,"Ranking lift, add internal links and local proof"
967,https://shaffercon.com/service-areas/los-feliz/residential-data-network-av-wiring/,/service-areas/los-feliz/residential-data-network-av-wiring/,service_detail,0,2,0.0,0.012,0.0,13.5,2,0.811,links,los angeles data network wiring solution; professional data wiring los angeles,"Ranking lift, add internal links and local proof"
968,https://shaffercon.com/industry-insights/the-future-of-ev-charging-in-los-angeles-policy-updates-security-innovations-and-expanding-access-for-all-residents/,/industry-insights/the-future-of-ev-charging-in-los-angeles-policy-updates-security-innovations-and-expanding-access-for-all-residents/,blog,0,12,0.0,0.004,0.0,23.42,2,0.78,content,,Monitor after higher value pages
969,https://shaffercon.com/service-areas/silver-lake/residential-pool-hot-tub-spa-electrical/,/service-areas/silver-lake/residential-pool-hot-tub-spa-electrical/,service_detail,0,12,0.0,0.004,0.0,25.0,2,0.78,content,,Monitor after higher value pages
970,https://shaffercon.com/service-areas/venice/residential-outlet-switch-dimmer-services/,/service-areas/venice/residential-outlet-switch-dimmer-services/,service_detail,0,1,0.0,0.012,0.0,12.0,3,0.768,ctr,,"CTR fix, rewrite title and meta around proven queries"
971,https://shaffercon.com/service-areas/highland-park/residential-energy-efficiency-upgrades/,/service-areas/highland-park/residential-energy-efficiency-upgrades/,service_detail,0,11,0.0,0.004,0.0,29.0,2,0.756,content,highland village energy-efficient systems; energy audits highland; highland village energy-efficient systems,Monitor after higher value pages
972,https://shaffercon.com/service-areas/highland-park/residential-outlet-switch-dimmer-services/,/service-areas/highland-park/residential-outlet-switch-dimmer-services/,service_detail,0,4,0.0,0.004,0.0,28.0,3,0.734,content,,Monitor after higher value pages
973,https://shaffercon.com/service-areas/sherman-oaks/residential-outlet-switch-dimmer-services/,/service-areas/sherman-oaks/residential-outlet-switch-dimmer-services/,service_detail,0,4,0.0,0.004,0.0,30.75,3,0.734,content,,Monitor after higher value pages
974,https://shaffercon.com/service-areas/hollywood/residential-smart-automation-systems/,/service-areas/hollywood/residential-smart-automation-systems/,service_detail,0,10,0.0,0.004,0.0,25.5,2,0.729,content,,Monitor after higher value pages
975,https://shaffercon.com/industry-insights/advancements-in-ev-charger-installations-building-the-future-of-electric-vehicle-infrastructure/,/industry-insights/advancements-in-ev-charger-installations-building-the-future-of-electric-vehicle-infrastructure/,blog,0,27,0.0,0.001,0.0,45.33,5,0.724,content,ev charging station construction; ev charger project; how powersource ev vetting process ensures high-quality installers,"Content lift, expand page and add links from stronger pages"
976,https://shaffercon.com/industry-insights/the-rapid-expansion-of-ev-charging-infrastructure-key-insights-policy-updates-and-practical-tips-for-home-and-business-owners/,/industry-insights/the-rapid-expansion-of-ev-charging-infrastructure-key-insights-policy-updates-and-practical-tips-for-home-and-business-owners/,blog,0,102,0.0,0.004,0.4,33.99,1,0.707,content,ev charging infrastructure solutions; charging infrastructure availability; how extensive is the current high-speed charging infrastructure for electric cars?. my location is united states.; electric cars charging infrastructure; ev charging power distribution,Deprioritize unless it supports a money page
977,https://shaffercon.com/service-areas/highland-park/residential-complete-electrical-rewiring/,/service-areas/highland-park/residential-complete-electrical-rewiring/,service_detail,0,9,0.0,0.004,0.0,32.89,2,0.7,content,,Monitor after higher value pages
978,https://shaffercon.com/industry-insights/powering-the-ev-revolution-latest-advances-and-infrastructure-solutions-for-u-s-charging-networks/,/industry-insights/powering-the-ev-revolution-latest-advances-and-infrastructure-solutions-for-u-s-charging-networks/,blog,0,23,0.0,0.001,0.0,46.22,5,0.69,content,ev charging infrastructure solutions; ev charging infrastructure solutions; powering ev charging stations,"Content lift, expand page and add links from stronger pages"
979,https://shaffercon.com/service-areas/altadena/residential-lighting-installation-retrofitting/,/service-areas/altadena/residential-lighting-installation-retrofitting/,service_detail,0,2,0.0,0.08,0.2,3.0,4,0.669,ctr,,"CTR fix, rewrite title and meta around proven queries"
